mouth_hlen,mouth_vlen,right brow height,left brow height,gesture
1.3235294117647058,0.9122389658394602,0.8843115516689946,0.8549671678675667,1
1.3229573220851731,0.9701687028624603,0.8824613962189889,0.8236982606186808,1
1.3423093732472184,1.0,0.8302007461788711,0.8302007461788711,1
1.3526758908501038,1.0289668060662458,0.8530792260666139,0.8278848098781413,1
1.3820681457694342,1.0881621212274988,0.8839293119486645,0.8236982606186808,1
1.4111544768908513,1.117550723549556,0.8839293119486645,0.8545976121261312,1
1.3817554252889586,1.0587740990941858,0.8545976121261312,0.8278848098781413,1
1.3823529411764706,1.0592319473746534,0.8828430011649196,0.8282428141369838,1
1.3820681457694342,1.029386706841147,0.881971548056782,0.857122278223556,1
1.3711666125173185,1.1141972728407985,0.8572690810501874,0.8302007461788711,1
1.3817554252889586,1.0587740990941858,0.8824613962189889,0.8839293119486645,1
1.3817554252889586,1.117163960871924,0.8824613962189889,0.8839293119486645,1
1.34261316625173,1.028548447398567,0.8572690810501874,0.8302007461788711,1
1.3820681457694342,1.1469398614609767,0.8839293119486645,0.8545976121261312,1
1.3526758908501038,1.117550723549556,0.8839293119486645,0.8545976121261312,1
1.34261316625173,1.0852714081573256,0.8871936435607229,0.8017110576149742,1
1.3526758908501038,1.0587740990941858,0.8839293119486645,0.8545976121261312,1
1.3802798316983058,0.9400110050713089,0.8813195435998423,0.8534918135881966,1
1.2938923074857451,0.941228899348092,0.8824613962189889,0.8545976121261312,1
1.3232839378961203,1.0,0.8839293119486645,0.8863704359338105,1
1.3232839378961203,1.029386706841147,0.8839293119486645,0.857122278223556,1
1.285507117103589,1.0856471296185235,0.828725706672895,0.8302007461788711,1
1.3140599950052063,1.057097506695724,0.8572690810501874,0.8610665263531457,1
1.3820681457694342,1.117550723549556,0.8824613962189889,0.8863704359338105,1
1.3526758908501038,1.117550723549556,0.8824613962189889,0.8545976121261312,1
1.34261316625173,1.0582542798013062,0.885813512608092,0.8586950910422732,1
1.3536339898186636,1.118710209308652,0.8824613962189889,0.8839293119486645,1
1.3232839378961203,1.1480696662282286,0.8824613962189889,0.8545976121261312,1
1.3536339898186636,1.117550723549556,0.9118446546190329,0.8839293119486645,1
1.3526758908501038,1.0893528880852166,0.9118446546190329,0.857122278223556,1
1.3526758908501038,1.1469398614609767,0.8824613962189889,0.857122278223556,1
1.3509256086106296,1.1759075731917263,0.9106647818091935,0.8534918135881966,1
1.3526758908501038,1.1469398614609767,0.8824613962189889,0.857122278223556,1
1.3526758908501038,1.117550723549556,0.8824613962189889,0.8545976121261312,1
1.3232839378961203,1.117550723549556,0.9118446546190329,0.857122278223556,1
1.285507117103589,1.0582542798013062,0.8871936435607229,0.8586950910422732,1
1.3229573220851731,1.0587740990941858,0.8839293119486645,0.8545976121261312,1
1.2864585225258702,1.0,0.8586950910422732,0.8302007461788711,1
1.34261316625173,0.9143589023375065,0.8572690810501874,0.8302007461788711,1
1.2948939014745795,0.9132653430753712,0.8839293119486645,0.8252707054364116,1
1.2938923074857451,0.941228899348092,0.8839293119486645,0.8545976121261312,1
1.2938923074857451,1.029386706841147,0.8839293119486645,0.8545976121261312,1
1.2948939014745795,1.029386706841147,0.8824613962189889,0.8545976121261312,1
1.265525877895495,1.0587740990941858,0.9118446546190329,0.857122278223556,1
1.2293979215828248,1.0867735146314546,0.885813512608092,0.8326533386600506,1
1.2293979215828248,1.1141972728407985,0.8572690810501874,0.8302007461788711,1
1.2284023231566703,1.0856471296185235,0.8572690810501874,0.8302007461788711,1
1.2293979215828248,1.057097506695724,0.8586950910422732,0.8302007461788711,1
1.2660731323547578,1.1474358354783034,0.9122389658394602,0.8843115516689946,1
1.2638883625951494,1.145455789420631,0.8813195435998423,0.8534918135881966,1
1.2293979215828248,1.0856471296185235,0.8586950910422732,0.8302007461788711,1
1.2310554630145405,1.0856471296185235,0.8572690810501874,0.8326533386600506,1
1.2293979215828248,1.057097506695724,0.8572690810501874,0.8586950910422732,1
1.2293979215828248,1.0856471296185235,0.8586950910422732,0.8326533386600506,1
1.2645010221102595,1.117550723549556,0.8824613962189889,0.8545976121261312,1
1.2384413689074882,1.118033988749895,0.8828430011649196,0.8574929257125442,1
1.2361593293910171,1.118710209308652,0.8824613962189889,0.857122278223556,1
1.2366938848016846,1.1485661288098021,0.8823529411764706,0.8549671678675667,1
1.2361593293910171,1.1763294948186471,0.8824613962189889,0.857122278223556,1
1.2345598126597523,1.1759075731917263,0.9106647818091935,0.8852235252495113,1
1.235110106401521,1.1774310990820507,0.8824613962189889,0.8863704359338105,1
1.265525877895495,1.1469398614609767,0.8824613962189889,0.857122278223556,1
1.2361593293910171,1.1469398614609767,0.8839293119486645,0.857122278223556,1
1.265525877895495,1.0893528880852166,0.8824613962189889,0.857122278223556,1
1.265525877895495,1.1774310990820507,0.9132653430753712,0.8545976121261312,1
1.235110106401521,1.118710209308652,0.9118446546190329,0.857122278223556,1
1.200869722890038,1.0582542798013062,0.8572690810501874,0.804250535174143,1
1.2278965191237246,1.0558065261529732,0.8562221410124637,0.8316364606026739,1
1.2278965191237246,1.084321282843034,0.8847317126775849,0.8291868633505554,1
1.2293979215828248,1.0867735146314546,0.8586950910422732,0.8326533386600506,1
1.2293979215828248,1.1141972728407985,0.8572690810501874,0.8302007461788711,1
1.200869722890038,1.1141972728407985,0.885813512608092,0.8302007461788711,1
1.2938923074857451,1.118710209308652,0.8824613962189889,0.8545976121261312,1
1.2645010221102595,1.117550723549556,0.9132653430753712,0.8545976121261312,1
1.2569545525376753,1.1141972728407985,0.8586950910422732,0.8302007461788711,1
1.2579275532401109,1.057097506695724,0.8586950910422732,0.8610665263531457,1
1.2645010221102595,1.0893528880852166,0.8824613962189889,0.8545976121261312,1
1.2638883625951494,1.1172626647610513,0.9120836319790734,0.8827855599337735,1
1.3330657223796156,1.1223337415951353,0.910690835665506,0.8502563024268116,1
