mouth_hlen,mouth_vlen,gesture
1.0201080256753532,0.6728541030696962,3
1.0392944430904554,0.7112723947249635,3
1.058735710733487,0.7259912807543119,3
1.0397554847662311,0.7068349738418187,3
0.9804225654837759,0.6664427007031718,3
1.019578024188845,0.705612270034897,3
1.078315313601279,0.6860272569751583,3
1.020518854899494,0.6673061552229715,3
1.0400797252772602,0.705612270034897,3
1.0602524607627282,0.6864226237875236,3
1.1199545886721143,0.6601709397815896,3
1.1199545886721143,0.6601709397815896,3
1.1397900709125337,0.6797504710372766,3
1.019578024188845,0.705612270034897,3
0.9994459321765061,0.6536456111177756,3
0.9813416445306922,0.6356622872548581,3
1.0384057773075237,0.6728541030696962,3
1.0201080256753532,0.7112723947249635,3
1.0,0.7112723947249635,3
1.0384057773075237,0.6736768310351483,3
1.0792049394547683,0.705612270034897,3
1.0596417748366127,0.7455562531958688,3
1.0989371388978726,0.7252955534447618,3
1.0389814434945712,0.6155712073151374,3
1.0009227647990915,0.6928629620603036,3
1.0015360992157412,0.7277311461389587,3
1.0009227647990915,0.7325014304713272,3
1.002213208166475,0.7504306985875312,3
0.9817387282653521,0.7312400184272486,3
0.9807979147016032,0.7120507342553751,3
1.0400797252772602,0.7447835223751499,3
1.0224234597152846,0.7264096793755888,3
1.0406791373289064,0.7459859273761117,3
1.0014776513416481,0.731645399601375,3
1.002768810098554,0.731645399601375,3
1.002213208166475,0.7504306985875312,3
1.0015360992157412,0.7068349738418187,3
1.0186590078619906,0.7312400184272486,3
0.9820645418242975,0.6790239958336386,3
0.9802037467222788,0.7256156441453282,3
0.9623188607534512,0.7167192307599968,3
1.0,0.7060189239559083,3
0.9605996717878333,0.6668267806701442,3
0.9418075584241582,0.6536456111177756,3
1.020165620832102,0.7264096793755888,3
1.020165620832102,0.7264096793755888,3
1.020165620832102,0.7256156441453282,3
0.9404536006885106,0.6281924225662657,3
1.0,0.7060189239559083,3
1.0392944430904554,0.7312400184272486,3
0.9802329931333564,0.6928629620603036,3
0.9615964077528834,0.6353100872348817,3
0.9625559892787054,0.6544924855102348,3
0.9827690129534494,0.6673061552229715,3
1.020165620832102,0.6872619425731751,3
1.0192237269340263,0.6924467054770806,3
1.058735710733487,0.686866092328619,3
1.060618231046624,0.5312310285496793,3
1.0597023076306085,0.617626370733716,3
1.0385392678556098,0.6233403132377681,3
1.0609089645648442,0.7077850612285289,3
1.0038699121852601,0.7325014304713272,3
1.0229999039809592,0.7516599061248562,3
1.0058910671616328,0.7504306985875312,3
0.9822829796579462,0.731645399601375,3
1.023044093420147,0.7378915813079348,3
1.0218345625983383,0.785912431081361,3
0.9849561624860249,0.7187004901880311,3
1.0040226194391686,0.7259912807543119,3
1.023523701608477,0.785912431081361,3
1.0218345625983383,0.7651226489565298,3
1.00612328722572,0.8054516740514266,3
1.023523701608477,0.7651226489565298,3
0.989233025793484,0.7516599061248562,3
1.0086002539008732,0.785912431081361,3
1.0213742299360935,0.7325014304713272,3
1.0280145035833566,0.7455562531958688,3
1.0023006165376276,0.7468423611954584,3
1.0038699121852601,0.7325014304713272,3
0.9830543546042363,0.7504306985875312,3
0.9852892085064469,0.731645399601375,3
1.002768810098554,0.731645399601375,3
1.0023006165376276,0.7651226489565298,3
1.0044264325526042,0.7700493298647423,3
1.0044264325526042,0.7508467185946804,3
1.351128211997468,0.3792039298820045,4
1.351128211997468,0.3242059361749795,4
1.4059311276753295,0.29841430074731834,4
1.343959959858337,0.2905668008289052,4
1.3952465025106375,0.2169304578186562,4
1.3952465025106375,0.24253562503633297,4
1.3952465025106375,0.2382171380154893,4
1.4200614724846807,0.21187142979276594,4
1.3938004010657516,0.2379702381688594,4
1.4463232103265447,0.23651474905243652,4
1.4478238054495092,0.2382171380154893,4
1.4478238054495092,0.2382171380154893,4
1.458331165676605,0.2443833746280838,4
1.4463232103265447,0.2379702381688594,4
1.4200614724846807,0.2379702381688594,4
1.4611764083608676,0.21613729078331967,4
1.4881527274261823,0.2446508013445698,4
1.4463232103265447,0.2379702381688594,4
1.4215348204228908,0.2382171380154893,4
1.4227513673468029,0.2382171380154893,4
1.3952465025106375,0.2382171380154893,4
1.4212767585200965,0.2422842492993788,4
1.4456067949220708,0.23651474905243652,4
1.4611764083608676,0.19104017997521755,4
1.4611764083608676,0.19104017997521755,4
1.4212767585200965,0.21187142979276594,4
1.4463232103265447,0.21187142979276594,4
1.4478238054495092,0.21209125149788172,4
1.4478238054495092,0.21209125149788172,4
1.447516448059681,0.2379702381688594,4
1.4227513673468029,0.21209125149788172,4
1.459927005474544,0.2446508013445698,4
1.4478238054495092,0.2643788829911086,4
1.4595792028461207,0.27122231483433146,4
1.4326339073888155,0.3017308650615784,4
1.4326339073888155,0.37878942373164814,4
1.3339756869541266,0.33435976635039927,4
1.2375329851253891,0.3429971702850177,4
1.3592984615941812,0.3339737437860371,4
1.3592984615941812,0.3339737437860371,4
1.3617191728210238,0.33435976635039927,4
1.351128211997468,0.29841430074731834,4
1.3878594475500199,0.3339737437860371,4
1.4051521464754362,0.29841430074731834,4
1.4719164938936395,0.279055572128851,4
1.4727020048419626,0.30669728205821567,4
1.458331165676605,0.2980881053857551,4
1.458331165676605,0.2980881053857551,4
1.5004496884402616,0.30669728205821567,4
1.5004496884402616,0.279055572128851,4
1.458331165676605,0.2980881053857551,4
1.5281980761870109,0.3332048068842394,4
1.4869259918064144,0.32532970362140956,4
1.5004496884402616,0.279055572128851,4
1.459927005474544,0.2701716134791496,4
1.527441105245073,0.30543773964388615,4
1.5552036659421018,0.30669728205821567,4
1.4591768502453604,0.29841430074731834,4
1.5132022409109134,0.2701716134791496,4
1.4869259918064144,0.29841430074731834,4
1.4869259918064144,0.2701716134791496,4
1.4861894643979923,0.2701716134791496,4
1.5139256266143684,0.29841430074731834,4
1.555947130409367,0.279055572128851,4
1.485300639535091,0.26987629007500225,4
1.485300639535091,0.2980881053857551,4
1.458331165676605,0.26987629007500225,4
1.4869259918064144,0.29841430074731834,4
1.4869259918064144,0.2701716134791496,4
1.527441105245073,0.30543773964388615,4
1.4329287042741683,0.29841430074731834,4
1.458331165676605,0.26987629007500225,4
1.4727020048419626,0.30669728205821567,4
1.4716545637387242,0.30669728205821567,4
1.4438874964983708,0.33435976635039927,4
1.4438874964983708,0.30669728205821567,4
1.404892390091578,0.29841430074731834,4
1.4699555199968573,0.305085107923876,4
1.4438874964983708,0.30669728205821567,4
1.4716545637387242,0.2776706724035329,4
1.4321644076400408,0.27151911118230015,4
1.457581830438808,0.27122231483433146,4
1.4591768502453604,0.29841430074731834,4
1.457581830438808,0.27122231483433146,4
1.4591768502453604,0.2701716134791496,4
1.4861894643979923,0.29841430074731834,4
1.527441105245073,0.30669728205821567,4
1.4861894643979923,0.29841430074731834,4
1.4719164938936395,0.30669728205821567,4
1.4719164938936395,0.30669728205821567,4
1.457581830438808,0.26987629007500225,4
1.4869259918064144,0.27151911118230015,4
1.485300639535091,0.2980881053857551,4
1.4874689627910285,0.27562267641042076,4
1.4591768502453604,0.27151911118230015,4
1.4591768502453604,0.27151911118230015,4
1.5718257585796271,0.34390521855225087,4
1.458331165676605,0.27122231483433146,4
1.4987174003640067,0.305085107923876,4
1.457581830438808,0.27122231483433146,4
1.5281980761870109,0.279055572128851,4
1.4591768502453604,0.27151911118230015,4
1.5264337522473748,0.3339737437860371,4
1.5264337522473748,0.2787333989537452,4
1.4996787114149108,0.279055572128851,4
1.4200614724846807,0.2641048678375119,4
1.459927005474544,0.27151911118230015,4
1.5004496884402616,0.279055572128851,4
1.5,0.2787333989537452,4
1.4595792028461207,0.27122231483433146,4
1.5,0.2511511956509925,4
1.458331165676605,0.2968639190825025,4
1.5004496884402616,0.279055572128851,4
1.5294588618780605,0.279055572128851,4
1.4611764083608676,0.29841430074731834,4
1.458331165676605,0.3518756318728245,4
1.4326339073888155,0.37878942373164814,4
