mouth_hlen,mouth_vlen,gesture
1.3235294117647058,0.9122389658394602,1
1.3229573220851731,0.9701687028624603,1
1.3423093732472184,1.0,1
1.3526758908501038,1.0289668060662458,1
1.3820681457694342,1.0881621212274988,1
1.4111544768908513,1.117550723549556,1
1.3817554252889586,1.0587740990941858,1
1.3823529411764706,1.0592319473746534,1
1.3820681457694342,1.029386706841147,1
1.3711666125173185,1.1141972728407985,1
1.3817554252889586,1.0587740990941858,1
1.3817554252889586,1.117163960871924,1
1.34261316625173,1.028548447398567,1
1.3820681457694342,1.1469398614609767,1
1.3526758908501038,1.117550723549556,1
1.34261316625173,1.0852714081573256,1
1.3526758908501038,1.0587740990941858,1
1.3802798316983058,0.9400110050713089,1
1.2938923074857451,0.941228899348092,1
1.3232839378961203,1.0,1
1.3232839378961203,1.029386706841147,1
1.285507117103589,1.0856471296185235,1
1.3140599950052063,1.057097506695724,1
1.3820681457694342,1.117550723549556,1
1.3526758908501038,1.117550723549556,1
1.34261316625173,1.0582542798013062,1
1.3536339898186636,1.118710209308652,1
1.3232839378961203,1.1480696662282286,1
1.3536339898186636,1.117550723549556,1
1.3526758908501038,1.0893528880852166,1
1.3526758908501038,1.1469398614609767,1
1.3509256086106296,1.1759075731917263,1
1.3526758908501038,1.1469398614609767,1
1.3526758908501038,1.117550723549556,1
1.3232839378961203,1.117550723549556,1
1.285507117103589,1.0582542798013062,1
1.3229573220851731,1.0587740990941858,1
1.2864585225258702,1.0,1
1.34261316625173,0.9143589023375065,1
1.2948939014745795,0.9132653430753712,1
1.2938923074857451,0.941228899348092,1
1.2938923074857451,1.029386706841147,1
1.2948939014745795,1.029386706841147,1
1.265525877895495,1.0587740990941858,1
1.2293979215828248,1.0867735146314546,1
1.2293979215828248,1.1141972728407985,1
1.2284023231566703,1.0856471296185235,1
1.2293979215828248,1.057097506695724,1
1.2660731323547578,1.1474358354783034,1
1.2638883625951494,1.145455789420631,1
1.2293979215828248,1.0856471296185235,1
1.2310554630145405,1.0856471296185235,1
1.2293979215828248,1.057097506695724,1
1.2293979215828248,1.0856471296185235,1
1.2645010221102595,1.117550723549556,1
1.2384413689074882,1.118033988749895,1
1.2361593293910171,1.118710209308652,1
1.2366938848016846,1.1485661288098021,1
1.2361593293910171,1.1763294948186471,1
1.2345598126597523,1.1759075731917263,1
1.235110106401521,1.1774310990820507,1
1.265525877895495,1.1469398614609767,1
1.2361593293910171,1.1469398614609767,1
1.265525877895495,1.0893528880852166,1
1.265525877895495,1.1774310990820507,1
1.235110106401521,1.118710209308652,1
1.200869722890038,1.0582542798013062,1
1.2278965191237246,1.0558065261529732,1
1.2278965191237246,1.084321282843034,1
1.2293979215828248,1.0867735146314546,1
1.2293979215828248,1.1141972728407985,1
1.200869722890038,1.1141972728407985,1
1.2938923074857451,1.118710209308652,1
1.2645010221102595,1.117550723549556,1
1.2569545525376753,1.1141972728407985,1
1.2579275532401109,1.057097506695724,1
1.2645010221102595,1.0893528880852166,1
1.2638883625951494,1.1172626647610513,1
1.3330657223796156,1.1223337415951353,1
1.2579275532401109,1.0012227434769272,1
1.3232839378961203,0.941228899348092,1
1.3232839378961203,0.941228899348092,1
1.3232839378961203,0.941228899348092,1
1.3232839378961203,0.941228899348092,1
1.3140599950052063,0.9714522184463354,1
1.2938923074857451,1.0,1
1.3238561688149293,1.0592319473746534,1
1.3140599950052063,0.9727108484949532,1
1.3140599950052063,0.9727108484949532,1
1.3532608318032167,1.0004324324526441,1
1.3232839378961203,1.0599978800063599,1
1.3238561688149293,1.0886326778424558,1
1.3526758908501038,1.0587740990941858,1
1.3242633019906334,1.118710209308652,1
1.3229573220851731,1.1469398614609767,1
1.3526758908501038,1.2067943636460674,1
1.2938923074857451,1.1469398614609767,1
1.2938923074857451,1.1763294948186471,1
1.3229573220851731,1.1763294948186471,1
1.3242633019906334,1.2361593293910171,1
1.3232839378961203,1.205719587392792,1
1.3232839378961203,1.205719587392792,1
1.3232839378961203,1.205719587392792,1
1.2935582704832804,1.1763294948186471,1
1.2944518285097286,1.235644208094118,1
1.3232839378961203,1.1763294948186471,1
1.3232839378961203,1.205719587392792,1
1.3232839378961203,1.205719587392792,1
1.3232839378961203,1.2067943636460674,1
1.2938923074857451,1.2361593293910171,1
1.3232839378961203,1.1774310990820507,1
1.2938923074857451,1.205719587392792,1
1.2938923074857451,1.205719587392792,1
1.2938923074857451,1.205719587392792,1
1.2938923074857451,1.1774310990820507,1
1.2864585225258702,1.172343061772506,1
1.285507117103589,1.200869722890038,1
1.3232839378961203,1.2067943636460674,1
1.3232839378961203,1.2067943636460674,1
1.2864585225258702,1.171298967996928,1
1.285507117103589,1.171298967996928,1
1.3232839378961203,1.2067943636460674,1
1.2864585225258702,1.171298967996928,1
1.2864585225258702,1.171298967996928,1
1.285507117103589,1.200869722890038,1
1.3242633019906334,1.205719587392792,1
1.285507117103589,1.1427478973654317,1
1.2569545525376753,1.0867735146314546,1
1.285507117103589,1.1438180532709652,1
1.285507117103589,1.171298967996928,1
1.2569545525376753,1.1141972728407985,1
1.2948939014745795,1.117550723549556,1
1.3124551989719042,1.0558065261529732,1
1.285507117103589,1.0,1
1.3140599950052063,0.9429051632157516,1
1.7627440075025527,0.4479866532861123,2
1.7633327991487124,0.4479866532861123,2
1.815351682210311,0.4217281959749394,2
1.8913942642330612,0.43563863682851894,2
1.8913942642330612,0.4331180449668571,2
1.8422192123353776,0.3954761485640379,2
1.8422192123353776,0.4217281959749394,2
1.9189793515889684,0.4331180449668571,2
1.9211083882608933,0.3980923368397325,2
1.894811710615364,0.3954761485640379,2
1.9189793515889684,0.4331180449668571,2
1.9196800926572715,0.4332762038346324,2
1.9189793515889684,0.4061569938455265,2
1.894811710615364,0.3954761485640379,2
1.918408707966819,0.4331180449668571,2
1.8942637868358376,0.4217281959749394,2
1.8679596774024285,0.4217281959749394,2
1.8685153146198341,0.4217281959749394,2
1.8685153146198341,0.4217281959749394,2
1.8675034299228155,0.39767973454869215,2
1.8685153146198341,0.3954761485640379,2
1.8403098465996734,0.3950662578179746,2
1.943858800347462,0.4351624421478507,2
1.9189793515889684,0.4061569938455265,2
1.8928478354523897,0.3950662578179746,2
1.9708361659478473,0.40481443511250337,2
1.8422192123353776,0.3954761485640379,2
1.8422192123353776,0.3954761485640379,2
1.8422192123353776,0.3954761485640379,2
1.8422192123353776,0.3954761485640379,2
1.894811710615364,0.3954761485640379,2
1.8929373150825985,0.4061569938455265,2
1.8893267894695025,0.37878942373164814,2
1.8371669716582173,0.4061569938455265,2
1.7643136819075258,0.4217281959749394,2
1.7643136819075258,0.3954761485640379,2
1.816875907233,0.3954761485640379,2
1.8422192123353776,0.3954761485640379,2
1.8694410096553769,0.3682935492352595,2
1.894811710615364,0.3692318782700051,2
1.894811710615364,0.3946002313234923,2
1.8685153146198341,0.3429971702850177,2
1.9189793515889684,0.35226068648215053,2
1.8685153146198341,0.3692318782700051,2
1.8685153146198341,0.3692318782700051,2
1.8685153146198341,0.3692318782700051,2
1.894811710615364,0.3946002313234923,2
1.8942637868358376,0.3682935492352595,2
1.8942637868358376,0.3692318782700051,2
1.894811710615364,0.3954761485640379,2
1.8942637868358376,0.3954761485640379,2
1.9205679667428832,0.3682935492352595,2
1.9454232271787844,0.3782402588708094,2
1.919109240656944,0.4063053075235921,2
1.94613362458321,0.3793424012869783,2
1.8679596774024285,0.3954761485640379,2
1.8679596774024285,0.3692318782700051,2
1.8685153146198341,0.3954761485640379,2
1.9205679667428832,0.3954761485640379,2
1.9454232271787844,0.4061569938455265,2
1.8685153146198341,0.3954761485640379,2
1.8942637868358376,0.3954761485640379,2
1.84572525265235,0.35977069642743886,2
1.84572525265235,0.35977069642743886,2
1.8942637868358376,0.3692318782700051,2
1.84572525265235,0.35977069642743886,2
1.8679596774024285,0.3692318782700051,2
1.8416556414623513,0.3946002313234923,2
1.8151610640880647,0.3946002313234923,2
1.7639432657756728,0.4218741984705631,2
1.7902475107047315,0.3956130625887607,2
1.8159234165215452,0.3692318782700051,2
1.8679596774024285,0.3692318782700051,2
1.8463319002456093,0.35988894481072303,2
1.8685153146198341,0.34601038046712335,2
1.868606365902814,0.36935970651626837,2
1.918408707966819,0.35226068648215053,2
1.945985949041928,0.3553552761150082,2
1.918408707966819,0.3553552761150082,2
1.8942637868358376,0.37203266590216233,2
1.9189793515889684,0.35226068648215053,2
1.945235617049877,0.35226068648215053,2
1.8679596774024285,0.3429971702850177,2
1.9189793515889684,0.3553552761150082,2
1.918408707966819,0.3553552761150082,2
1.918408707966819,0.3792039298820045,2
1.9454232271787844,0.4061569938455265,2
1.8414677461762974,0.3429971702850177,2
1.9454232271787844,0.4061569938455265,2
1.894081110352763,0.3692318782700051,2
1.8942637868358376,0.3692318782700051,2
1.8942637868358376,0.3429971702850177,2
1.8679596774024285,0.3692318782700051,2
1.894811710615364,0.3429971702850177,2
1.8679596774024285,0.3429971702850177,2
1.8679596774024285,0.3692318782700051,2
1.8414677461762974,0.3682935492352595,2
1.8414677461762974,0.3682935492352595,2
1.8679596774024285,0.3692318782700051,2
1.8679596774024285,0.3692318782700051,2
1.8913942642330612,0.4061569938455265,2
1.868606365902814,0.3956130625887607,2
1.8679596774024285,0.3692318782700051,2
1.8422192123353776,0.3692318782700051,2
1.8685153146198341,0.3692318782700051,2
1.8422192123353776,0.37203266590216233,2
1.810956113161117,0.4088438389795459,2
1.0980377287537153,0.5586039784379767,3
1.0776705004467901,0.6161298180843418,3
1.0597023076306085,0.6367615629381618,3
1.0576094109709397,0.6941941121098877,3
1.0421330812024365,0.6928629620603036,3
1.0625359878742135,0.7273119863771194,3
0.9241947271265126,0.596951883287186,3
1.0213742299360935,0.6928629620603036,3
0.9814009337199217,0.6297182747596093,3
1.020855324651702,0.7448417765073675,3
1.0015360992157412,0.6691281741573817,3
0.9798350756284762,0.6281924225662657,3
0.961020198927897,0.5777765152935997,3
0.9602462895842235,0.6086390216977592,3
0.9813416445306922,0.5963536768967255,3
0.9615964077528834,0.6161298180843418,3
1.000576313562392,0.6105654440060432,3
0.9814009337199217,0.6086390216977592,3
1.000576313562392,0.6676907328104941,3
0.9637950225558642,0.6089897886205645,3
1.0009592328344572,0.6477482034901835,3
1.0023933021865075,0.6025107213395239,3
0.9613995051252286,0.6285544583791824,3
1.0009592328344572,0.6086390216977592,3
1.020518854899494,0.6492280962198919,3
1.020165620832102,0.6285544583791824,3
1.0794137759065605,0.7266149934174244,3
1.0584819541529065,0.5777765152935997,3
1.0576094109709397,0.6367615629381618,3
1.0201080256753532,0.6750458160500051,3
1.0584819541529065,0.6928629620603036,3
1.0804491850423754,0.7468423611954584,3
1.0596417748366127,0.7455562531958688,3
1.0413707193156454,0.7259912807543119,3
1.0609089645648442,0.7455562531958688,3
1.0400797252772602,0.7064278498910751,3
